gen_id,seed,ply,k,phase,legal_n,score_margin_abs,meeples_free,converged,h3200_move,deep_move,deep_minus_shallow_immediate,rod1_matches_deep,mechanism,sub_mechanism,affects_winloss_guess
mp1925000055,1925000055,79,32,midgame,50,12,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000030,1925000030,80,32,midgame,42,2,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000039,1925000039,80,32,midgame,40,2,"[0, 2]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000040,1925000040,80,32,midgame,24,1,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000021,1925000021,80,32,midgame,60,12,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000035,1925000035,68,38,midgame,26,4,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000037,1925000037,68,38,midgame,34,16,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000081,1925000081,68,38,midgame,40,4,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000063,1925000063,68,38,midgame,38,1,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000014,1925000014,68,38,midgame,27,4,"[1, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000013,1925000013,68,38,midgame,34,17,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000007,1925000007,68,38,midgame,34,2,"[2, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000051,1925000051,68,38,midgame,49,8,"[1, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000001,1925000001,68,38,midgame,25,1,"[0, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000030,1925000030,68,38,midgame,39,12,"[1, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000054,1925000054,68,38,midgame,20,1,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000025,1925000025,68,38,midgame,36,4,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000048,1925000048,68,38,midgame,38,1,"[1, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000022,1925000022,68,38,midgame,48,10,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000016,1925000016,68,38,midgame,40,16,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000072,1925000072,56,44,midgame,34,4,"[2, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000021,1925000021,56,44,midgame,43,12,"[1, 2]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000076,1925000076,56,44,midgame,26,1,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000001,1925000001,56,44,midgame,33,5,"[1, 3]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000005,1925000005,56,44,midgame,40,7,"[0, 3]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000085,1925000085,56,44,midgame,16,0,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000052,1925000052,56,44,midgame,32,4,"[2, 2]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000006,1925000006,56,44,midgame,34,6,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000065,1925000065,56,44,midgame,29,7,"[1, 0]",False,tile_place,tile_place,-4,False,"tile placement (same phase, different square = blocking/conversion/tempo)",deep forgoes 4 completion pts this turn (positional / tempo / setup),possible W/L
mp1925000087,1925000087,56,44,midgame,21,17,"[0, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000046,1925000046,56,44,midgame,26,8,"[2, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000067,1925000067,44,50,opening,36,2,"[2, 2]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000017,1925000017,44,50,opening,34,8,"[0, 2]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000040,1925000040,44,50,opening,35,0,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000018,1925000018,44,50,opening,21,7,"[0, 3]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000054,1925000054,44,50,opening,30,9,"[3, 3]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000068,1925000068,44,50,opening,29,8,"[1, 2]",False,tile_place,tile_place,-6,False,"tile placement (same phase, different square = blocking/conversion/tempo)",deep forgoes 6 completion pts this turn (positional / tempo / setup),possible W/L
mp1925000072,1925000072,44,50,opening,28,7,"[2, 2]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000075,1925000075,43,50,opening,15,5,"[1, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000039,1925000039,44,50,opening,37,0,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000060,1925000060,44,50,opening,17,7,"[2, 2]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000030,1925000030,44,50,opening,23,0,"[0, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000044,1925000044,44,50,opening,31,5,"[1, 1]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000064,1925000064,44,50,opening,34,10,"[1, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000088,1925000088,31,56,opening,26,4,"[1, 4]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000051,1925000051,32,56,opening,16,6,"[4, 4]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000031,1925000031,32,56,opening,10,6,"[3, 2]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000035,1925000035,32,56,opening,30,7,"[3, 4]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000056,1925000056,31,56,opening,22,6,"[4, 5]",False,tile_place,tile_place,2,False,"tile placement (same phase, different square = blocking/conversion/tempo)",deep completes +2 more pts this turn (shallow leaves a completion / conversion),possible W/L
mp1925000054,1925000054,32,56,opening,18,10,"[4, 3]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000024,1925000024,32,56,opening,17,0,"[2, 2]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000068,1925000068,32,56,opening,26,8,"[2, 2]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000066,1925000066,32,56,opening,26,6,"[2, 3]",False,tile_place,tile_place,1,False,"tile placement (same phase, different square = blocking/conversion/tempo)",deep completes +1 more pts this turn (shallow leaves a completion / conversion),possible W/L
mp1925000005,1925000005,32,56,opening,30,4,"[1, 3]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000061,1925000061,32,56,opening,12,2,"[2, 3]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000011,1925000011,32,56,opening,24,2,"[5, 3]",False,tile_place,tile_place,-4,True,"tile placement (same phase, different square = blocking/conversion/tempo)",deep forgoes 4 completion pts this turn (positional / tempo / setup),possible W/L
mp1925000072,1925000072,32,56,opening,16,2,"[4, 4]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000053,1925000053,32,56,opening,30,7,"[4, 2]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000081,1925000081,32,56,opening,25,4,"[1, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000013,1925000013,32,56,opening,15,7,"[4, 3]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000074,1925000074,32,56,opening,16,8,"[5, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000020,1925000020,32,56,opening,24,0,"[3, 3]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000052,1925000052,32,56,opening,22,4,"[5, 5]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000017,1925000017,32,56,opening,40,8,"[2, 4]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000012,1925000012,32,56,opening,13,6,"[3, 4]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000067,1925000067,32,56,opening,20,4,"[4, 2]",False,tile_place,tile_place,-8,False,"tile placement (same phase, different square = blocking/conversion/tempo)",deep forgoes 8 completion pts this turn (positional / tempo / setup),possible W/L
mp1925000009,1925000009,32,56,opening,32,1,"[3, 3]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000073,1925000073,20,62,opening,21,2,"[4, 4]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000067,1925000067,20,62,opening,17,2,"[5, 4]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000061,1925000061,20,62,opening,14,6,"[4, 4]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000042,1925000042,20,62,opening,14,0,"[5, 3]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000007,1925000007,20,62,opening,18,0,"[3, 3]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000010,1925000010,20,62,opening,18,4,"[4, 4]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000027,1925000027,20,62,opening,8,12,"[4, 3]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000071,1925000071,20,62,opening,11,7,"[4, 3]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000058,1925000058,20,62,opening,13,0,"[4, 4]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000081,1925000081,20,62,opening,20,0,"[3, 3]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
